HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_4010	KIJ_genome_15710	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	1	Asia	Japan	KIJ	MAG		HQ	98.86	0	73733	2542172
HRGM_Genome_4011	GUT_GENOME113022	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	1	Europe	Denmark	CIBIO	MAG		HQ	98.11	1.13	220287	2601956
HRGM_Genome_4012	KIJ_genome_14559	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000753455	1	Asia	Japan	KIJ	MAG		MQ	71.28	1.702	2566	3129259
HRGM_Genome_4013	GUT_GENOME000200	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum	5	Europe;North America	United States;United Kingdom	PATRIC/IMG;HBC;EBI	MAG;Isolate	Direct	HQ	96.77	3.41	144642	3449564
HRGM_Genome_4014	KIJ_genome_17699	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__An114;s__	1	Asia	Japan	KIJ	MAG		HQ	98.65	0	70856	2580110
HRGM_Genome_4015	GUT_GENOME153233	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	5	Asia	Japan;China	CIBIO;HGM;KIJ;EBI	MAG		HQ	93.66	0.58	26891	2662706
HRGM_Genome_4016	KIJ_genome_21267	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	48	Europe;North America;Asia	Denmark;Sweden;France;Kazakhstan;United Kingdom;Germany;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.77	0.806	39042	2126463
HRGM_Genome_4017	GUT_GENOME206098	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	2	Europe	Spain	EBI	MAG	Direct	HQ	95.32	1.61	13775	1865341
HRGM_Genome_4018	GUT_GENOME245730	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	10	North America;Asia	Japan;United States	CIBIO;KIJ;EBI	MAG	Indirect	HQ	95.56	0.81	130882	2332331
HRGM_Genome_4019	GUT_GENOME014162	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	8	South America;Africa;Oceania;Asia	Peru;Japan;United Republic of Tanzania;Fiji	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.64	0	134634	2612851
HRGM_Genome_4020	KIJ_genome_5556	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	5	Europe;North America;Asia	Sweden;Japan;United States	CIBIO;HGM;KIJ	MAG	Direct	HQ	94.73	0.073	15130	2404889
HRGM_Genome_4021	GUT_GENOME010315	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	36	Oceania;North America;Asia;Europe	South Korea;Denmark;Sweden;Ireland;Kazakhstan;United Kingdom;Fiji;Spain;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	95.27	0.68	142604	2454454
HRGM_Genome_4022	GUT_GENOME251867	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	89	Europe;Asia;North America	Mongolia;Denmark;Sweden;France;Ireland;Kazakhstan;United Kingdom;Germany;Spain;China;Finland;Israel;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	95.27	0.68	396423	2427590
HRGM_Genome_4023	KIJ_genome_9526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	1	Asia	Japan	KIJ	MAG		HQ	93.04	2.203	16373	3226702
HRGM_Genome_4024	KIJ_genome_11960	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__	4	Europe;Asia	Japan;Denmark	CIBIO;KIJ;EBI	MAG	Direct	HQ	91.76	0	119286	1370160
HRGM_Genome_4025	GUT_GENOME013957	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__	7	Oceania;Asia	Mongolia;China;Fiji	CIBIO;HGM	MAG	Indirect	HQ	96.56	0	111674	1316319
HRGM_Genome_4026	KIJ_genome_19046	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__	2	Europe;Asia	Japan;Denmark	CIBIO;KIJ	MAG		MQ	89.21	1.789	7652	1436058
HRGM_Genome_4027	GUT_GENOME133816	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__CAG-917 sp000437555	5	Europe	Denmark	CIBIO;EBI	MAG	Direct	HQ	91.48	0.56	77824	1557441
HRGM_Genome_4028	KIJ_genome_13501	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__;s__	1	Asia	Japan	KIJ	MAG		MQ	87.58	2.729	14858	2310003
HRGM_Genome_4029	GUT_GENOME158306	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA9506;g__;s__	2	North America;Asia	Canada;Japan	CIBIO;KIJ	MAG		HQ	91.54	3.26	7341	3385444
HRGM_Genome_4030	KIJ_genome_4808	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	1	Asia	Japan	KIJ	MAG		MQ	66.69	0.671	2298	1420491
HRGM_Genome_4031	GUT_GENOME058212	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	18	Europe;Oceania;North America;Asia	Austria;Denmark;Sweden;Australia;United Kingdom;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG		HQ	100	0.4	89947	2927434
HRGM_Genome_4032	GUT_GENOME000137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae;s__Massilimaliae timonensis	3	Europe;Asia	Japan;United Kingdom	HBC;KIJ	MAG;Isolate	Direct	HQ	98.66	0.13	469987	2756898
HRGM_Genome_4033	GUT_GENOME001340	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__	18	Asia	Japan;China	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	151856	4368209
HRGM_Genome_4034	GUT_GENOME234253	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp002405555	47	Oceania;Asia	China;Kazakhstan;Japan;Israel;Fiji	CIBIO;HGM;KIJ	MAG	Direct	HQ	94.59	0.68	349184	2395522
HRGM_Genome_4035	GUT_GENOME254943	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	3	Europe;Asia;North America	Israel;United States;United Kingdom	CIBIO	MAG		HQ	94.43	0.68	20444	2223892
HRGM_Genome_4036	GUT_GENOME235365	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	7	Oceania;Asia;North America	Israel;United States;Fiji	CIBIO;HGM;EBI	MAG	Indirect	HQ	93.24	0.47	48165	2365803
HRGM_Genome_4037	GUT_GENOME049084	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__CAG-1031 sp000431215	95	Europe;North America;Asia	Austria;Denmark;Sweden;Germany;Spain;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.49	0	77291	2489616
HRGM_Genome_4038	GUT_GENOME083197	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	7	Europe;North America;Asia	Japan;Denmark;United States;China	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.2	1.5	74910	1799317
HRGM_Genome_4039	GUT_GENOME004992	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	6	Europe	Sweden;Spain;Denmark	CIBIO;HGM;EBI	MAG		HQ	94.63	2.1	14022	1785527
HRGM_Genome_4040	KIJ_genome_22729	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	1	Asia	Japan	KIJ	MAG		HQ	96.19	0.317	36767	1893892
HRGM_Genome_4041	GUT_GENOME014919	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__	72	South America;Africa;Oceania;North America;Asia;Europe	Kazakhstan;United Kingdom;Madagascar;Spain;Peru;Fiji;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.19	0	28087	2249918
HRGM_Genome_4042	GUT_GENOME153266	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__	2	Asia	China	CIBIO;HGM	MAG		HQ	95.58	0	28058	2063834
HRGM_Genome_4043	GUT_GENOME283286	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__	8	Europe;Oceania;Asia	Denmark;Australia;Japan;France;United Kingdom;Kazakhstan	CIBIO;KIJ;EBI	MAG	Indirect	MQ	89.55	0.56	31492	2289596
HRGM_Genome_4044	GUT_GENOME235214	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__	39	Africa;Oceania;Asia;Europe	Mongolia;Denmark;Japan;United Kingdom;Fiji;Madagascar	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.27	0	81097	1713396
HRGM_Genome_4045	GUT_GENOME011451	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__	2	Oceania	Fiji	CIBIO;HGM	MAG		HQ	97.27	0	65593	1588654
HRGM_Genome_4046	KIJ_genome_8845	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__;s__	2	Asia	Japan	KIJ	MAG		MQ	79.67	0	5439	1782028
HRGM_Genome_4047	GUT_GENOME274363	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	319	Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;Denmark;Netherlands;France;Fiji;United Kingdom;Canada;Spain;Russia;Estonia;Israel;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	95.86	0.48	73852	3494954
HRGM_Genome_4048	GUT_GENOME110833	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	7	Europe	Sweden;Denmark	CIBIO;HGM	MAG		HQ	98.74	1.25	86486	3758087
HRGM_Genome_4049	GUT_GENOME034674	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA9506;g__UBA9506;s__UBA9506 sp003506415	16	Europe;North America;Asia	China;Kazakhstan;Japan;United States;United Kingdom	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.31	0	124370	2712076
HRGM_Genome_4050	GUT_GENOME018218	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__	37	South America;Africa;Oceania;Asia;Europe	Denmark;Fiji;Kazakhstan;Peru;Madagascar;Israel;Japan;United Republic of Tanzania	CIBIO;HGM;KIJ;EBI	MAG	Indirect	MQ	89.19	0.68	110943	2231726
HRGM_Genome_4051	GUT_GENOME014819	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615	173	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;South Korea;Denmark;France;India;United Kingdom;Fiji;Peru;Spain;Canada;Israel;Italy;Sweden;Kazakhstan;Madagascar;Germany;China;Japan;United Republic of Tanzania;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.1	1.06	92604	2771736
HRGM_Genome_4052	KIJ_genome_11306	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHKCI001;s__	1	Asia	Japan	KIJ	MAG		MQ	57.69	0.69	2586	1758955
HRGM_Genome_4053	GUT_GENOME115127	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	41	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Denmark;Netherlands;Sweden;India;Kazakhstan;Madagascar;Peru;Spain;Fiji;Canada;China;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.28	0	38078	2523391
HRGM_Genome_4054	GUT_GENOME008120	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	2	Europe;Asia	Sweden;India	CIBIO;KIJ	MAG	Indirect	MQ	60.59	0.85	25052	685078
HRGM_Genome_4055	GUT_GENOME013810	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__	40	Africa;Oceania;Asia	Kazakhstan;Israel;India;Fiji;Madagascar	CIBIO;HGM;KIJ	MAG	Direct	MQ	77.74	0.05	104170	1876051
HRGM_Genome_4056	GUT_GENOME157119	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__	5	Africa;Oceania	United Republic of Tanzania;Fiji	CIBIO;HGM	MAG	Direct	MQ	79.98	0.05	23549	1864710
HRGM_Genome_4057	GUT_GENOME277092	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp002349565	1	Asia	Israel	CIBIO	MAG		MQ	78.23	0.05	52277	1902889
HRGM_Genome_4058	KIJ_genome_10587	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	4	Africa;Asia	United Republic of Tanzania;India;Madagascar	CIBIO;HGM;KIJ	MAG	Indirect	HQ	97.8	0	43630	1260593
HRGM_Genome_4059	GUT_GENOME252752	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	5	Europe;Oceania;Asia	Israel;Fiji;India;United Kingdom	CIBIO;KIJ	MAG		HQ	94.66	4.49	280660	1351663
HRGM_Genome_4060	GUT_GENOME275672	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	1	Asia	Israel	CIBIO	MAG		HQ	95.79	4.49	135175	1511314
HRGM_Genome_4061	GUT_GENOME170510	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__CAG-877 sp000433455	16	South America;Africa;Asia;North America;Europe	Austria;Denmark;Sweden;United Kingdom;Madagascar;Peru;Israel;United States	CIBIO;HGM;EBI	MAG		MQ	87.15	1.33	63566	1413908
HRGM_Genome_4062	GUT_GENOME070391	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	1	Europe	Denmark	HGM	MAG		MQ	85.58	2.25	93624	1039027
HRGM_Genome_4063	GUT_GENOME257679	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	32	South America;Africa;Oceania;Asia;Europe	Sweden;India;United Kingdom;Madagascar;Peru;El Salvador;Fiji;China	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	97.21	0.57	221945	3434704
HRGM_Genome_4064	GUT_GENOME234729	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	15	Oceania;North America;Asia;Europe	Mongolia;Denmark;India;Fiji;Kazakhstan;China;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG		MQ	85.22	1.36	5153	2310521
HRGM_Genome_4065	GUT_GENOME009343	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	704	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;Bangladesh;France;India;Fiji;United Kingdom;Peru;Spain;Israel;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Japan;United Republic of Tanzania;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.38	0.29	141122	2387553
HRGM_Genome_4066	GUT_GENOME284971	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__	13	South America;North America;Asia;Europe	Peru;Canada;Israel;France;United States;India	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	90.31	0.85	106960	2009120
HRGM_Genome_4067	GUT_GENOME246181	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__	1	North America	United States	CIBIO	MAG		HQ	90.31	0.85	10980	1817818
HRGM_Genome_4068	GUT_GENOME273772	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900313795	21	Africa;Oceania;Asia;North America;Europe	Denmark;Sweden;Israel;United States;Fiji;Madagascar	CIBIO;HGM;EBI	MAG	Indirect	HQ	90.31	0.85	103395	2033021
HRGM_Genome_4069	GUT_GENOME232472	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	395	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;France;India;Fiji;United Kingdom;Canada;Spain;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Russia;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.88	0	187389	1362982
HRGM_Genome_4070	GUT_GENOME170534	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	39	South America;Africa;Oceania;North America;Asia;Europe	Austria;Denmark;Sweden;India;Kazakhstan;Fiji;Peru;Germany;Israel;Japan;United Republic of Tanzania;United States	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	97.99	0	143457	2212369
HRGM_Genome_4071	GUT_GENOME093746	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	58	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;Denmark;United Republic of Tanzania;Sweden;India;Kazakhstan;United Kingdom;Madagascar;Peru;Fiji;China;Russia;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.99	0	455126	1727677
HRGM_Genome_4072	GUT_GENOME170578	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	6	South America	Peru	CIBIO;HGM;EBI	MAG		HQ	98.66	0.02	99520	1764558
HRGM_Genome_4073	GUT_GENOME149706	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A magna	5	Asia	China;India	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	97.95	0.75	13131	1964232
HRGM_Genome_4074	GUT_GENOME017688	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	5	Africa;Oceania;Asia	China;India;Fiji;Madagascar	CIBIO;HGM;KIJ	MAG	Direct	MQ	88.03	1.71	17692	1867050
HRGM_Genome_4075	GUT_GENOME009640	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	2	Europe;Africa	Sweden;Madagascar	CIBIO	MAG		MQ	87.41	0.85	70902	1769950
HRGM_Genome_4076	GUT_GENOME012683	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	3	Oceania	Fiji	CIBIO;HGM	MAG		MQ	86.69	1.28	58186	1980530
HRGM_Genome_4077	GUT_GENOME013993	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	19	Europe;Africa;Oceania;Asia	Denmark;Sweden;Kazakhstan;Fiji;Madagascar	CIBIO;HGM;EBI	MAG	Indirect	MQ	88.89	0.85	114376	1940210
HRGM_Genome_4078	GUT_GENOME015477	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	7	Europe;Africa;Oceania;Asia	Germany;Israel;Fiji;Madagascar	CIBIO;HGM;EBI	MAG	Indirect	MQ	88.03	0.09	13510	1985493
HRGM_Genome_4079	GUT_GENOME015836	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415	128	Africa;Oceania;Asia;North America;Europe	Mongolia;Denmark;Netherlands;Sweden;Australia;France;Kazakhstan;Madagascar;Fiji;Spain;China;Israel;United States	CIBIO;HGM;EBI	MAG	Indirect	MQ	88.89	0.85	163957	1845545
HRGM_Genome_4080	GUT_GENOME237253	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	3	Africa;Oceania	Fiji;Madagascar	CIBIO;HGM	MAG		MQ	87.61	0.85	102262	2116484
HRGM_Genome_4081	GUT_GENOME015301	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883;s__	32	Africa;Oceania;Asia	United Republic of Tanzania;Kazakhstan;Israel;India;Fiji;Madagascar	CIBIO;HGM;KIJ	MAG	Indirect	MQ	89.74	0	112867	1922508
HRGM_Genome_4082	GUT_GENOME013112	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883;s__UBA2883 sp002103075	5	Europe;Oceania	Sweden;Fiji	CIBIO;HGM	MAG	Indirect	MQ	89.74	0	128859	1815977
HRGM_Genome_4083	KIJ_genome_6816	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	7	Europe;Asia	Spain;India	CIBIO;HGM;KIJ	MAG	Direct	HQ	91.57	2.808	50087	1044443
HRGM_Genome_4084	GUT_GENOME277515	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__	45	South America;Africa;Oceania;Asia;Europe	Mongolia;Denmark;India;Fiji;Madagascar;Peru;Spain;China;Israel;United Republic of Tanzania	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.63	0	67196	1467812
HRGM_Genome_4085	GUT_GENOME014203	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__	137	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Denmark;United Republic of Tanzania;Sweden;Australia;India;Kazakhstan;Madagascar;Peru;Fiji;China;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.63	0	403537	1498992
HRGM_Genome_4086	GUT_GENOME139713	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens	100	South America;Africa;Oceania;Asia;Europe	Denmark;Netherlands;India;Fiji;Madagascar;Peru;El Salvador;United Republic of Tanzania	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	100	0	49979	2466093
HRGM_Genome_4087	GUT_GENOME277672	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	1	Asia	Israel	CIBIO	MAG		HQ	100	0	156082	2547130
HRGM_Genome_4088	GUT_GENOME239582	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002449305	3	Africa	United Republic of Tanzania	CIBIO;HGM;EBI	MAG		HQ	99.3	0	17971	2427938
HRGM_Genome_4089	GUT_GENOME019095	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299635	182	South America;Africa;Oceania;Asia;Europe	Mongolia;Denmark;Bangladesh;India;Kazakhstan;United Kingdom;Madagascar;El Salvador;Peru;Fiji;Germany;China;Israel	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.94	0.89	65767	2636006
HRGM_Genome_4090	GUT_GENOME000812	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C asini	2	Asia;North America	United States;China	CGR;HGM	MAG;Isolate	Direct	HQ	98.02	0.87	264102	2560730
HRGM_Genome_4091	GUT_GENOME001738	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	1	Asia	China	CGR	Isolate	Direct	HQ	97.68	0	231222	2830712
HRGM_Genome_4092	GUT_GENOME000319	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	1	Europe	United Kingdom	HBC	Isolate	Direct	HQ	99.34	0	53531	2828368
HRGM_Genome_4093	GUT_GENOME001870	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	1	Asia	China	CGR	Isolate	Direct	HQ	99.5	1.9	116923	4360356
HRGM_Genome_4094	GUT_GENOME140047	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus sp002359915	7	Asia;North America	United States;China	CGR;HGM;EBI	MAG;Isolate	Direct	HQ	98.78	0.61	316868	1825047
HRGM_Genome_4095	GUT_GENOME207662	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus octavius	4	Asia;North America	Bangladesh;United States	CIBIO;EBI	MAG		HQ	98.23	0.91	101104	1715963
HRGM_Genome_4096	GUT_GENOME212871	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__	3	North America	United States	HGM;EBI	MAG	Direct	HQ	98.78	0.61	56123	1676978
